1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Labels
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,0.0,0.6388405008448269,0.4472316711799994,0.4390371128567963,0.0,0.0,0.0,0.0,0.0,0.44622086494049623,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.46232662766452987,0.453855486734884,0.0,0.0,0.0,0.0,0.0,0.4612817047083833,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587728401827637,0.5047075389183128,0.0,0.0,0.5579324736888457,4
0.0,0.5449906932626343,0.0,0.0,0.0,0.0,0.0,0.5074911847804761,0.5124234147310911,0.0,0.0,0.0,0.0,0.0,0.4276214279740317,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.5530298934577631,0.0,0.0,0.0,0.3851927054929608,0.37813487776241067,0.0,0.0,0.0,0.0,0.0,0.3843221160083295,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.3834793405008071,0.0,0.0,0.0,0.0,0.0,0.35709304260688607,0.3605635757958789,0.0,0.7105528522979941,0.0,0.0,0.0,0.3008931807656947,3
0.0,0.7867288019937377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6172987867422859,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.4101106848969921,0.40259628879554826,0.0,0.0,0.0,0.0,0.0,0.818367554575187,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6200922299364326,0.4750730512611286,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.7616652680147564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6479706933959354,3
0.0,0.0,0.8331169025572103,0.0,0.0,0.0,0.0,0.0,0.4246554171074468,0.0,0.0,0.0,0.0,0.0,0.3543783336982951,3
0.0,0.0,0.0,0.0,0.0,0.0,0.5783878436235906,0.0,0.0,0.5744307853870031,0.0,0.0,0.0,0.5792208345252471,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.5783878436235906,0.0,0.0,0.5744307853870031,0.0,0.0,0.0,0.5792208345252471,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
